gene_ids
ATAD1
IFIT3
IFIT1
KIF20B
RPP30
PCGF5
TNKS2
BLOC1S2
FBXL15
ACTR1A
BORCS7
PDCD4
SHOC2
OAT
BNIP3
CCDC77
NINJ2
RAD51AP1
TAPBPL
SPSB2
C1S
C1R
NECAP1
CLEC2B
GABARAPL1
ETV6
GPRC5A
EMP1
ATF7IP
PLBD1
ARHGDIB
RERG
RECQL
GOLT1B
ETNK1
TM7SF3
KIAA1551
TWF1
TMEM106C
DDX23
TUBA1A
MCRS1
AQP5
SMAGP
KRT7
PCBP2
ATF7
MUCL1
SARNP
PYM1
CDK2
RAB5B
RPL41
STAT2
PRIM1
NDUFA4L2
R3HDM2
DDIT3
LRIG3
SRGAP1
TBK1
DYRK2
CPM
LYZ
YEATS4
PHLDA1
C12orf29
TMTC3
DUSP6
ATP2B1
EEA1
ELK3
SCYL2
C12orf75
CKAP4
CORO1C
UBE3B
ANKRD13A
C12orf76
ALDH2
MED13L
WSB2
TAOK3
RAB35
PXN
RNF10
SPPL3
C12orf43
P2RX4
RNF34
RHOF
BCL7A
CLIP1
SNRNP35
EIF2B1
PUS1
PXMP2
PSPC1
MTIF3
ALOX5AP
HSPH1
RFC3
MRPS31
WBP4
DNAJC15
NUDT15
RB1
CKAP2
KLF5
RBM26
TEX30
LAMP1
TMCO3
RNASE1
LRP10
PABPN1
DCAF11
GZMB
SCFD1
STRN3
EGLN3
SPTSSA
EAPP
NFKBIA
MBIP
SFTA3
FOXA1
MIS18BP1
ATP5S
ERO1A
GNPNAT1
MAPK1IP1L
JKAMP
PPM1A
SIX1
PPP2R5E
ATP6V1D
ZFP36L1
PSEN1
NPC2
ISCA2
EIF2B2
IFT43
IRF2BPL
CCDC88C
PPP4R3A
LGMN
IFI27L1
IFI27L2
GSKIP
VRK1
CCNK
WARS
TNFAIP2
ZFYVE21
AKT1
CRIP1
IGHG4
IGHA1
IGHG1
IGHG3
IGHM
NIPA2
CYFIP1
ZNF770
KNSTRN
GCHFR
RHOV
CHP1
NUSAP1
CCNDBP1
MFAP1
CTDSPL2
C15orf48
BLOC1S6
SPPL2A
WDR72
RAB27A
CCNB2
TPM1
FAM96A
SNX1
MAP2K1
SNAPC5
C15orf61
LARP6
ADPGK
FBXO22
CTSH
TMED3
ST20
C15orf40
BTBD1
NMB
ISG20
MESP1
PRC1
MEF2A
PIGQ
MSRB1
GFER
SNHG19
TRAF7
PDPK1
FLYWCH2
HCFC1R1
NAA60
C16orf72
EMP2
NUBP1
SOCS1
ARL6IP1
TMEM159
NUPR1
PHKG2
HSD3B7
BCKDK
PRSS8
DNAJA2
ITFG1
MT2A
MT1F
MT1X
HERPUD1
ARL2BP
USB1
CFAP20
CNOT1
GOT2
CKLF
NUTF2
NFATC3
SLC7A6OS
CDH3
CDH1
CHTF8
NQO1
AP1G1
CMC2
CENPN
COTL1
USP10
EMC8
MAP1LC3B
CYBA
SPG7
MYO1C
RPA1
EMC6
ARRB2
CXCL16
PFN1
RABEP1
TMEM256
CD68
MPDU1
RANGRF
STX8
PEMT
SREBF1
SPECC1
MAP2K3
WSB1
TMEM97
KIAA0100
SUPT6H
NSRP1
CPD
RHOT1
SLFN5
CCL5
CCL18
CCL4
ACACA
PPP1R1B
ERBB2
TOP2A
IGFBP4
KRT17
IFI35
TMEM101
SLC25A39
NSF
CDC27
HOXB7
UBE2Z
ITGA3
COL1A1
ANKRD40
TOB1
COX11
TRIM37
YPEL2
PTRH2
MED13
METTL2A
ERN1
SNHG25
KPNA2
SLC9A3R1
NAT9
MIF4GD
ITGB4
TRIM47
ACOX1
TMC6
SYNGR2
TK1
BIRC5
SOCS3
TIMP2
CANT1
SLC38A10
ARL16
FASN
CCDC57
SLC16A3
CD7
OGFOD3
TGIF1
RAB31
CHMP1B
TUBB6
IMPACT
DSC2
GALNT1
SMAD2
PMAIP1
SERPINB4
TRIB3
CDS2
GPCPD1
OVOL2
RIN2
PYGB
ID1
BCL2L1
TPX2
TM9SF4
MAP1LC3A
EDEM2
NFS1
MYL9
SAMHD1
RALGAPB
MAFB
PKIG
STK4
SLPI
SDC4
WFDC2
WFDC3
UBE2C
TNNC2
TMEM189
CEBPB
PARD6B
ADNP
AURKA
TFAP2C
PMEPA1
STX16
PRELID3B
PHACTR3
SYCP2
RGS19
MISP
CFD
WDR18
ABCA7
GPX4
MIDN
MKNK2
AP3D1
ZBTB7A
SH3GL1
PTPRS
GPR108
INSR
RPS28
ANGPTL4
ICAM1
ICAM3
LDLR
ACP5
ADGRE5
NOTCH3
RAB8A
USE1
JUND
GDF15
BORCS8
NR2C2AP
PDCD2L
FXYD3
LSR
U2AF1L4
HCST
TYROBP
C19orf33
FAM98C
ZFP36
SERTAD1
SERTAD3
CEACAM6
DEDD2
CEACAM1
ZNF576
PVR
BCL3
CBLC
BCAM
APOE
APOC1
GEMIN7
VASP
EMP3
BCAT2
PLEKHA4
TEAD2
RCN3
RRAS
NAPSA
JOSD2
NKG7
TFPT
EPS8L1
ZNF544
RPS4Y1
BCL2L13
PEX26
DGCR2
SLC25A1
MRPL40
DGCR6L
MED15
SNAP29
CRKL
THAP7
YDJC
SDF2L1
IGLC2
IGLC3
HSCB
ZMAT5
TBC1D10A
PIK3IP1
YWHAH
TIMP3
HMOX1
MB
APOL3
APOL4
APOL2
APOL1
IFT27
LGALS1
CSNK1E
CBY1
CBX6
APOBEC3C
DESI1
CENPM
ARFGAP3
BIK
PRR34-AS1
TBC1D22A
CRELD2
SCO2
MRPS6
SLC5A3
CBR1
ETS2
BRWD1
BACE2
TFF3
PDXK
CSTB
FAM207A
MT-ATP6
MT-ND3
